0 149:	3 (3 3) 2
0 150:	3 (7 2) 4
0 151:	7 (9 4) 8
0 152:	9 (11 8) 5
0 153:	11 (10 5) 0
0 154:	10 (6 0) 1
0 155:	6 (1 1) 0
0 156:	1 (9 0) 2
0 157:	9 (6 2) 0
0 158:	6 (4 0) 3
0 159:	4 (5 3) 4
0 160:	5 (7 4) 1
0 161:	7 (2 1) 9
0 162:	2 (1 9) 6
0 163:	1 (3 6) 10
0 164:	3 (11 10) 2
0 165:	11 (9 2) 1
0 166:	9 (7 1) 3
0 167:	7 (2 3) 2
0 168:	2 (11 2) 0
0 169:	11 (7 0) 8
0 170:	7 (8 8) 9
0 171:	8 (10 9) 9
0 172:	10 (4 9) 2
0 173:	4 (5 2) 7
0 174:	5 (5 7) 4
0 175:	5 (0 4) 0
0 176:	0 (11 0) 6
0 177:	11 (8 6) 5
0 178:	8 (8 5) 6
0 179:	8 (5 6) 0
0 180:	5 (5 0) 9
0 181:	5 (8 9) 1
0 182:	8 (4 1) 10
0 183:	4 (10 10) 2
0 184:	10 (0 2) 10
0 185:	0 (8 10) 0
0 186:	8 (1 0) 7
0 187:	1 (0 7) 6
0 188:	0 (10 6) 9
0 189:	10 (4 9) 4
0 190:	4 (11 4) 1
0 191:	11 (2 1) 0
0 192:	2 (11 0) 7
0 193:	11 (0 7) 8
0 194:	0 (2 8) 9
0 195:	2 (3 9) 8
0 196:	3 (6 8) 8
0 197:	6 (6 8) 11
0 198:	6 (9 11) 11
0 199:	9 (8 11) 0
0 200:	8 (4 0) 2
0 201:	4 (7 2) 8
0 202:	7 (10 8) 10
0 203:	10 (0 10) 7
0 204:	0 (10 7) 5
0 205:	10 (0 5) 7
0 206:	0 (4 7) 4
0 207:	4 (3 4) 7
0 208:	3 (1 7) 11
0 209:	1 (5 11) 0
0 210:	5 (7 0) 4
0 211:	7 (11 4) 1
0 212:	11 (2 1) 0
0 213:	2 (10 0) 1
0 214:	10 (3 1) 5
0 215:	3 (8 5) 4
0 216:	8 (0 4) 4
0 217:	0 (2 4) 0
0 218:	2 (4 0) 5
0 219:	4 (4 5) 5
0 220:	4 (5 5) 10
0 221:	5 (2 10) 3
0 222:	2 (8 3) 3
0 223:	8 (10 3) 4
0 224:	10 (5 4) 6
0 225:	5 (9 6) 6
0 226:	9 (2 6) 10
0 227:	2 (6 10) 7
0 228:	6 (9 7) 4
0 229:	9 (11 4) 7
0 230:	11 (1 7) 9
0 231:	1 (9 9) 7
0 232:	9 (3 7) 10
0 233:	3 (3 10) 8
0 234:	3 (0 8) 7
0 235:	0 (9 7) 5
0 236:	9 (11 5) 6
0 237:	11 (3 6) 6
0 238:	3 (6 6) 2
0 239:	6 (1 2) 11
0 240:	1 (3 11) 6
0 241:	3 (3 6) 4
0 242:	3 (2 4) 6
0 243:	2 (9 6) 4
0 244:	9 (10 4) 4
0 245:	10 (2 4) 9
0 246:	2 (4 9) 8
0 247:	4 (6 8) 4
0 248:	6 (10 4) 6
0 249:	10 (3 6) 9
0 250:	3 (0 9) 1
0 251:	0 (4 1) 10
0 252:	4 (9 10) 1
0 253:	9 (10 1) 7
0 254:	10 (8 7) 11
0 255:	8 (3 11) 8

1 0:	8 (10 11) 4
1 1:	10 (6 4) 0
1 2:	6 (2 0) 9
1 3:	2 (11 9) 11
1 4:	11 (6 11) 0
1 5:	6 (2 0) 10
1 6:	2 (10 10) 9
1 7:	10 (11 9) 10
1 8:	11 (10 10) 8
1 9:	10 (11 8) 2
1 10:	11 (3 2) 7
1 11:	3 (4 7) 5
1 12:	4 (3 5) 2
1 13:	3 (11 2) 8
1 14:	11 (0 8) 10
1 15:	0 (6 10) 1
1 16:	6 (9 1) 6
1 17:	9 (10 6) 5
1 18:	10 (3 5) 10
1 19:	3 (6 10) 2
1 20:	6 (2 2) 4
1 21:	2 (3 4) 8
1 22:	3 (9 8) 5
1 23:	9 (6 5) 2
1 24:	6 (4 2) 3
1 25:	4 (9 3) 9
1 26:	9 (6 9) 2
1 27:	6 (10 2) 11
1 28:	10 (4 11) 8
1 29:	4 (8 8) 8
1 30:	8 (9 8) 4
1 31:	9 (0 4) 4
1 32:	0 (9 4) 7
1 33:	9 (11 7) 5
1 34:	11 (3 5) 6
1 35:	3 (2 6) 0
1 36:	2 (2 0) 8
1 37:	2 (8 8) 11
1 38:	8 (0 11) 7
1 39:	0 (3 7) 3
1 40:	3 (3 3) 8
1 41:	3 (5 8) 0
1 42:	5 (5 0) 6
1 43:	5 (9 6) 8
1 44:	9 (11 8) 0
1 45:	11 (10 0) 7
1 46:	10 (10 7) 4
1 47:	10 (6 4) 11
1 48:	6 (2 11) 9
1 49:	2 (1 9) 7
1 50:	1 (7 7) 1
1 51:	7 (8 1) 1
1 52:	8 (7 1) 8
1 53:	7 (0 8) 0
1 54:	0 (10 0) 2
1 55:	10 (9 2) 10
1 56:	9 (6 10) 3
1 57:	6 (8 3) 0
1 58:	8 (8 0) 7
1 59:	8 (4 7) 3
1 60:	4 (2 3) 0
1 61:	2 (5 0) 0
1 62:	5 (0 0) 7
1 63:	0 (0 7) 9
1 64:	0 (0 9) 8
1 65:	0 (2 8) 2
1 66:	2 (11 2) 5
1 67:	11 (8 5) 4
1 68:	8 (1 4) 11
1 69:	1 (4 11) 10
1 70:	4 (10 10) 10
1 71:	10 (3 10) 2
1 72:	3 (1 2) 6
1 73:	1 (10 6) 1
1 74:	10 (6 1) 1
1 75:	6 (9 1) 7
1 76:	9 (7 7) 8
1 77:	7 (7 8) 7
1 78:	7 (5 7) 2
1 79:	5 (11 2) 0
1 80:	11 (5 0) 0
1 81:	5 (1 0) 6
1 82:	1 (5 6) 4
1 83:	5 (7 4) 4
1 84:	7 (11 4) 1
1 85:	11 (2 1) 9
1 86:	2 (8 9) 10
1 87:	8 (8 10) 5
1 88:	8 (2 5) 1
1 89:	2 (1 1) 9
1 90:	1 (10 9) 4
1 91:	10 (3 4) 6
1 92:	3 (4 6) 2
1 93:	4 (9 2) 4
1 94:	9 (0 4) 3
1 95:	0 (7 3) 11
1 96:	7 (11 11) 11
1 97:	11 (9 11) 11
1 98:	9 (3 11) 6
1 99:	3 (1 6) 7
1 100:	1 (1 7) 0
1 101:	1 (6 0) 6
1 102:	6 (0 6) 7
1 103:	0 (7 7) 3
1 104:	7 (3 3) 3
1 105:	3 (11 3) 7
1 106:	11 (2 7) 1
1 107:	2 (7 1) 9
1 108:	7 (8 9) 6
1 109:	8 (5 6) 5
1 110:	5 (2 5) 10
1 111:	2 (4 10) 5
1 112:	4 (5 5) 10
1 113:	5 (3 10) 7
1 114:	3 (11 7) 2
1 115:	11 (7 2) 6
1 116:	7 (1 6) 1
1 117:	1 (3 1) 8
1 118:	3 (10 8) 2
1 119:	10 (3 2) 3
1 120:	3 (5 3) 7
1 121:	5 (1 7) 11
1 122:	1 (8 11) 9
1 123:	8 (3 9) 5
1 124:	3 (1 5) 2
1 125:	1 (0 2) 7
1 126:	0 (3 7) 5
1 127:	3 (5 5) 10
1 128:	5 (5 10) 10
1 129:	5 (9 10) 6
1 130:	9 (7 6) 4
1 131:	7 (1 4) 7
1 132:	1 (10 7) 1
1 133:	10 (5 1) 9
1 134:	5 (11 9) 9
1 135:	11 (11 9) 11
1 136:	11 (2 11) 6
1 137:	2 (5 6) 6
1 138:	5 (1 6) 11
1 139:	1 (3 11) 4
1 140:	3 (8 4) 2
1 141:	8 (2 2) 3
1 142:	2 (11 3) 10
1 143:	11 (9 10) 0
1 144:	9 (1 0) 3
1 145:	1 (11 3) 7
1 146:	11 (8 7) 4
1 147:	8 (5 4) 11
1 148:	5 (3 11) 5
1 149:	3 (2 5) 3
1 150:	2 (4 3) 10
1 151:	4 (8 10) 5
1 152:	8 (5 5) 5
1 153:	5 (0 5) 6
1 154:	0 (1 6) 5
1 155:	1 (0 5) 8
1 156:	0 (2 8) 1
1 157:	2 (0 1) 5
1 158:	0 (3 5) 10
1 159:	3 (4 10) 4
1 160:	4 (1 4) 11
1 161:	1 (9 11) 2
1 162:	9 (6 2) 4
1 163:	6 (10 4) 9
1 164:	10 (2 9) 10
1 165:	2 (1 10) 10
1 166:	1 (3 10) 9
1 167:	3 (2 9) 0
1 168:	2 (0 0) 8
1 169:	0 (8 8) 0
1 170:	8 (9 0) 8
1 171:	9 (9 8) 2
1 172:	9 (2 2) 2
1 173:	2 (7 2) 2
1 174:	7 (4 2) 3
1 175:	4 (0 3) 11
1 176:	0 (6 11) 8
1 177:	6 (5 8) 10
1 178:	5 (6 10) 7
1 179:	6 (0 7) 5
1 180:	0 (9 5) 1
1 181:	9 (1 1) 0
1 182:	1 (10 0) 6
1 183:	10 (2 6) 9
1 184:	2 (10 9) 0
1 185:	10 (0 0) 0
1 186:	0 (7 0) 1
1 187:	7 (6 1) 7
1 188:	6 (9 7) 3
1 189:	9 (4 3) 1
1 190:	4 (1 1) 10
1 191:	1 (0 10) 11
1 192:	0 (7 11) 2
1 193:	7 (8 2) 3
1 194:	8 (9 3) 3
1 195:	9 (8 3) 0
1 196:	8 (8 0) 3
1 197:	8 (11 3) 6
1 198:	11 (11 6) 10
1 199:	11 (0 10) 9
1 200:	0 (2 9) 6
1 201:	2 (8 6) 4
1 202:	8 (10 4) 3
1 203:	10 (7 3) 1
1 204:	7 (5 1) 4
1 205:	5 (7 4) 1
1 206:	7 (4 1) 3
1 207:	4 (7 3) 4
1 208:	7 (11 4) 1
1 209:	11 (0 1) 9
1 210:	0 (4 9) 3
1 211:	4 (1 3) 9
1 212:	1 (0 9) 1
1 213:	0 (1 1) 6
1 214:	1 (5 6) 5
1 215:	5 (4 5) 5
1 216:	4 (4 5) 6
1 217:	4 (0 6) 5
1 218:	0 (5 5) 3
1 219:	5 (5 3) 1
1 220:	5 (10 1) 4
1 221:	10 (3 4) 9
1 222:	3 (3 9) 1
1 223:	3 (4 1) 2
1 224:	4 (6 2) 5
1 225:	6 (6 5) 3
1 226:	6 (10 3) 5
1 227:	10 (7 5) 8
1 228:	7 (4 8) 9
1 229:	4 (7 9) 8
1 230:	7 (9 8) 2
1 231:	9 (7 2) 11
1 232:	7 (10 11) 6
1 233:	10 (8 6) 11
1 234:	8 (7 11) 2
1 235:	7 (5 2) 10
1 236:	5 (6 10) 7
1 237:	6 (6 7) 8
1 238:	6 (2 8) 9
1 239:	2 (11 9) 6
1 240:	11 (6 6) 8
1 241:	6 (4 8) 9
1 242:	4 (6 9) 7
1 243:	6 (4 7) 4
1 244:	4 (4 4) 0
1 245:	4 (9 0) 1
1 246:	9 (8 1) 11
1 247:	8 (4 11) 1
1 248:	4 (6 1) 8
1 249:	6 (9 8) 11
1 250:	9 (1 11) 0
1 251:	1 (10 0) 11
1 252:	10 (1 11) 0
1 253:	1 (7 0) 4
1 254:	7 (11 4) 3
1 255:	11 (8 3) 11

2 0:	11 (4 3) 2
2 1:	4 (0 2) 9
2 2:	0 (9 9) 9
2 3:	9 (11 9) 5
2 4:	11 (0 5) 5
2 5:	0 (10 5) 5
2 6:	10 (9 5) 2
2 7:	9 (10 2) 4
2 8:	10 (8 4) 5
2 9:	8 (2 5) 6
2 10:	2 (7 6) 3
2 11:	7 (5 3) 0
2 12:	5 (2 0) 1
2 13:	2 (8 1) 4
2 14:	8 (10 4) 0
2 15:	10 (1 0) 5
2 16:	1 (6 5) 11
2 17:	6 (5 11) 0
2 18:	5 (10 0) 9
2 19:	10 (2 9) 9
2 20:	2 (4 9) 5
2 21:	4 (8 5) 11
2 22:	8 (5 11) 10
2 23:	5 (2 10) 4
2 24:	2 (3 4) 3
2 25:	3 (9 3) 6
2 26:	9 (2 6) 9
2 27:	2 (11 9) 11
2 28:	11 (8 11) 11
2 29:	8 (8 11) 11
2 30:	8 (4 11) 9
2 31:	4 (4 9) 6
2 32:	4 (7 6) 11
2 33:	7 (5 11) 5
2 34:	5 (6 5) 8
2 35:	6 (0 8) 11
2 36:	0 (8 11) 10
2 37:	8 (11 10) 7
2 38:	11 (7 7) 1
2 39:	7 (3 1) 2
2 40:	3 (8 2) 0
2 41:	8 (0 0) 7
2 42:	0 (6 7) 5
2 43:	6 (8 5) 5
2 44:	8 (0 5) 8
2 45:	0 (7 8) 4
2 46:	7 (4 4) 2
2 47:	4 (11 2) 6
2 48:	11 (9 6) 7
2 49:	9 (7 7) 4
2 50:	7 (1 4) 6
2 51:	1 (1 6) 0
2 52:	1 (8 0) 0
2 53:	8 (0 0) 11
2 54:	0 (2 11) 9
2 55:	2 (10 9) 1
2 56:	10 (3 1) 3
2 57:	3 (0 3) 4
2 58:	0 (7 4) 6
2 59:	7 (3 6) 8
2 60:	3 (0 8) 5
2 61:	0 (0 5) 5
2 62:	0 (7 5) 11
2 63:	7 (9 11) 4
2 64:	9 (8 4) 2
2 65:	8 (2 2) 0
2 66:	2 (5 0) 10
2 67:	5 (4 10) 5
2 68:	4 (11 5) 2
2 69:	11 (10 2) 11
2 70:	10 (10 11) 3
2 71:	10 (2 3) 3
2 72:	2 (6 3) 4
2 73:	6 (1 4) 6
2 74:	1 (1 6) 3
2 75:	1 (7 3) 7
2 76:	7 (8 7) 9
2 77:	8 (7 9) 1
2 78:	7 (2 1) 1
2 79:	2 (0 1) 3
2 80:	0 (0 3) 9
2 81:	0 (6 9) 2
2 82:	6 (4 2) 3
2 83:	4 (4 3) 3
2 84:	4 (1 3) 9
2 85:	1 (9 9) 2
2 86:	9 (10 2) 4
2 87:	10 (5 4) 10
2 88:	5 (1 10) 11
2 89:	1 (9 11) 8
2 90:	9 (4 8) 5
2 91:	4 (6 5) 8
2 92:	6 (2 8) 6
2 93:	2 (4 6) 4
2 94:	4 (3 4) 6
2 95:	3 (11 6) 10
2 96:	11 (11 10) 8
2 97:	11 (11 8) 10
2 98:	11 (6 10) 0
2 99:	6 (7 0) 1
2 100:	7 (0 1) 7
2 101:	0 (6 7) 2
2 102:	6 (7 2) 1
2 103:	7 (3 1) 9
2 104:	3 (3 9) 5
2 105:	3 (7 5) 2
2 106:	7 (1 2) 11
2 107:	1 (9 11) 0
2 108:	9 (6 0) 7
2 109:	6 (5 7) 2
2 110:	5 (10 2) 4
2 111:	10 (5 4) 3
2 112:	5 (10 3) 4
2 113:	10 (7 4) 4
2 114:	7 (2 4) 10
2 115:	2 (6 10) 0
2 116:	6 (1 0) 0
2 117:	1 (8 0) 11
2 118:	8 (2 11) 10
2 119:	2 (3 10) 10
2 120:	3 (7 10) 2
2 121:	7 (11 2) 6
2 122:	11 (9 6) 8
2 123:	9 (5 8) 0
2 124:	5 (2 0) 0
2 125:	2 (7 0) 2
2 126:	7 (5 2) 6
2 127:	5 (10 6) 7
2 128:	10 (10 7) 2
2 129:	10 (6 2) 3
2 130:	6 (4 3) 10
2 131:	4 (7 10) 4
2 132:	7 (1 4) 7
2 133:	1 (9 7) 1
2 134:	9 (9 1) 10
2 135:	9 (11 10) 9
2 136:	11 (6 9) 7
2 137:	6 (6 7) 1
2 138:	6 (11 1) 10
2 139:	11 (4 10) 9
2 140:	4 (2 9) 0
2 141:	2 (3 0) 9
2 142:	3 (10 9) 8
2 143:	10 (0 8) 7
2 144:	0 (3 7) 5
2 145:	3 (7 5) 8
2 146:	7 (4 8) 8
2 147:	4 (11 8) 0
2 148:	11 (5 0) 5
2 149:	5 (3 5) 4
2 150:	3 (10 4) 6
2 151:	10 (5 6) 5
2 152:	5 (5 5) 6
2 153:	5 (6 6) 7
2 154:	6 (5 7) 11
2 155:	5 (8 11) 3
2 156:	8 (1 3) 9
2 157:	1 (5 9) 9
2 158:	5 (10 9) 6
2 159:	10 (4 6) 3
2 160:	4 (11 3) 1
2 161:	11 (2 1) 2
2 162:	2 (4 2) 1
2 163:	4 (9 1) 3
2 164:	9 (10 3) 1
2 165:	10 (10 1) 9
2 166:	10 (9 9) 11
2 167:	9 (0 11) 1
2 168:	0 (8 1) 1
2 169:	8 (0 1) 9
2 170:	0 (8 9) 8
2 171:	8 (2 8) 1
2 172:	2 (2 1) 10
2 173:	2 (2 10) 8
2 174:	2 (3 8) 10
2 175:	3 (11 10) 7
2 176:	11 (8 7) 3
2 177:	8 (10 3) 11
2 178:	10 (7 11) 8
2 179:	7 (5 8) 10
2 180:	5 (1 10) 0
2 181:	1 (0 0) 8
2 182:	0 (6 8) 8
2 183:	6 (9 8) 1
2 184:	9 (0 1) 6
2 185:	0 (0 6) 10
2 186:	0 (1 10) 11
2 187:	1 (7 11) 8
2 188:	7 (3 8) 7
2 189:	3 (1 7) 1
2 190:	1 (10 1) 2
2 191:	10 (11 2) 0
2 192:	11 (2 0) 9
2 193:	2 (3 9) 3
2 194:	3 (3 3) 8
2 195:	3 (0 8) 0
2 196:	0 (3 0) 1
2 197:	3 (6 1) 8
2 198:	6 (10 8) 5
2 199:	10 (9 5) 5
2 200:	9 (6 5) 3
2 201:	6 (4 3) 3
2 202:	4 (3 3) 5
2 203:	3 (1 5) 11
2 204:	1 (4 11) 4
2 205:	4 (1 4) 7
2 206:	1 (3 7) 7
2 207:	3 (4 7) 10
2 208:	4 (1 10) 10
2 209:	1 (9 10) 4
2 210:	9 (3 4) 6
2 211:	3 (9 6) 2
2 212:	9 (1 2) 0
2 213:	1 (6 0) 2
2 214:	6 (5 2) 7
2 215:	5 (5 7) 1
2 216:	5 (6 1) 1
2 217:	6 (5 1) 4
2 218:	5 (3 4) 6
2 219:	3 (1 6) 6
2 220:	1 (4 6) 0
2 221:	4 (9 0) 11
2 222:	9 (1 11) 7
2 223:	1 (2 7) 2
2 224:	2 (5 2) 10
2 225:	5 (3 10) 2
2 226:	3 (5 2) 4
2 227:	5 (8 4) 7
2 228:	8 (9 7) 7
2 229:	9 (8 7) 4
2 230:	8 (2 4) 3
2 231:	2 (11 3) 5
2 232:	11 (6 5) 6
2 233:	6 (11 6) 1
2 234:	11 (2 1) 9
2 235:	2 (10 9) 10
2 236:	10 (7 10) 8
2 237:	7 (8 8) 0
2 238:	8 (9 0) 3
2 239:	9 (6 3) 7
2 240:	6 (8 7) 6
2 241:	8 (9 6) 6
2 242:	9 (7 6) 9
2 243:	7 (4 9) 1
2 244:	4 (0 1) 0
2 245:	0 (1 0) 10
2 246:	1 (11 10) 11
2 247:	11 (1 11) 2
2 248:	1 (8 2) 4
2 249:	8 (11 4) 2
2 250:	11 (0 2) 7
2 251:	0 (11 7) 11
2 252:	11 (0 11) 8
2 253:	0 (4 8) 3
2 254:	4 (3 3) 8
2 255:	3 (11 8) 3

3 0:	3 (2 8) 2
3 1:	2 (9 2) 4
3 2:	9 (9 4) 6
3 3:	9 (5 6) 10
3 4:	5 (5 10) 9
3 5:	5 (5 9) 4
3 6:	5 (2 4) 1
3 7:	2 (4 1) 2
3 8:	4 (5 2) 10
3 9:	5 (6 10) 7
3 10:	6 (3 7) 9
3 11:	3 (0 9) 7
3 12:	0 (1 7) 11
3 13:	1 (4 11) 8
3 14:	4 (0 8) 6
3 15:	0 (5 6) 11
3 16:	5 (11 11) 6
3 17:	11 (0 6) 5
3 18:	0 (9 5) 3
3 19:	9 (9 3) 9
3 20:	9 (5 9) 3
3 21:	5 (11 3) 1
3 22:	11 (10 1) 10
3 23:	10 (4 10) 5
3 24:	4 (3 5) 10
3 25:	3 (6 10) 11
3 26:	6 (9 11) 3
3 27:	9 (11 3) 9
3 28:	11 (11 9) 11
3 29:	11 (11 11) 7
3 30:	11 (9 7) 7
3 31:	9 (6 7) 1
3 32:	6 (11 1) 5
3 33:	11 (5 5) 6
3 34:	5 (8 6) 0
3 35:	8 (11 0) 0
3 36:	11 (10 0) 4
3 37:	10 (7 4) 2
3 38:	7 (1 2) 11
3 39:	1 (2 11) 3
3 40:	2 (0 3) 0
3 41:	0 (7 0) 2
3 42:	7 (5 2) 10
3 43:	5 (5 10) 5
3 44:	5 (8 5) 1
3 45:	8 (4 1) 3
3 46:	4 (2 3) 6
3 47:	2 (6 6) 8
3 48:	6 (7 8) 7
3 49:	7 (4 7) 10
3 50:	4 (6 10) 4
3 51:	6 (0 4) 8
3 52:	0 (0 8) 9
3 53:	0 (11 9) 7
3 54:	11 (9 7) 1
3 55:	9 (1 1) 6
3 56:	1 (3 6) 5
3 57:	3 (4 5) 6
3 58:	4 (6 6) 0
3 59:	6 (8 0) 11
3 60:	8 (5 11) 4
3 61:	5 (5 4) 10
3 62:	5 (11 10) 10
3 63:	11 (4 10) 9
3 64:	4 (2 9) 0
3 65:	2 (0 0) 1
3 66:	0 (10 1) 2
3 67:	10 (5 2) 1
3 68:	5 (2 1) 10
3 69:	2 (11 10) 11
3 70:	11 (3 11) 5
3 71:	3 (3 5) 4
3 72:	3 (4 4) 1
3 73:	4 (6 1) 2
3 74:	6 (3 2) 5
3 75:	3 (7 5) 1
3 76:	7 (9 1) 8
3 77:	9 (1 8) 6
3 78:	1 (1 6) 11
3 79:	1 (3 11) 6
3 80:	3 (9 6) 4
3 81:	9 (2 4) 9
3 82:	2 (3 9) 10
3 83:	3 (3 10) 6
3 84:	3 (9 6) 2
3 85:	9 (2 2) 2
3 86:	2 (4 2) 5
3 87:	4 (10 5) 11
3 88:	10 (11 11) 10
3 89:	11 (8 10) 5
3 90:	8 (5 5) 0
3 91:	5 (8 0) 6
3 92:	8 (6 6) 3
3 93:	6 (4 3) 1
3 94:	4 (6 1) 0
3 95:	6 (10 0) 4
3 96:	10 (8 4) 4
3 97:	8 (10 4) 5
3 98:	10 (0 5) 9
3 99:	0 (1 9) 11
3 100:	1 (7 11) 1
3 101:	7 (2 1) 4
3 102:	2 (1 4) 7
3 103:	1 (9 7) 11
3 104:	9 (5 11) 5
3 105:	5 (2 5) 9
3 106:	2 (11 9) 2
3 107:	11 (0 2) 7
3 108:	0 (7 7) 8
3 109:	7 (2 8) 1
3 110:	2 (4 1) 2
3 111:	4 (3 2) 6
3 112:	3 (4 6) 0
3 113:	4 (4 0) 10
3 114:	4 (10 10) 1
3 115:	10 (0 1) 5
3 116:	0 (0 5) 7
3 117:	0 (11 7) 3
3 118:	11 (10 3) 4
3 119:	10 (10 4) 9
3 120:	10 (2 9) 8
3 121:	2 (6 8) 7
3 122:	6 (8 7) 8
3 123:	8 (0 8) 9
3 124:	0 (0 9) 5
3 125:	0 (2 5) 9
3 126:	2 (6 9) 1
3 127:	6 (7 1) 4
3 128:	7 (2 4) 10
3 129:	2 (3 10) 2
3 130:	3 (10 2) 11
3 131:	10 (4 11) 3
3 132:	4 (7 3) 4
3 133:	7 (1 4) 0
3 134:	1 (10 0) 1
3 135:	10 (9 1) 10
3 136:	9 (7 10) 9
3 137:	7 (1 9) 5
3 138:	1 (10 5) 8
3 139:	10 (9 8) 6
3 140:	9 (0 6) 11
3 141:	0 (9 11) 11
3 142:	9 (8 11) 5
3 143:	8 (7 5) 1
3 144:	7 (5 1) 0
3 145:	5 (8 0) 4
3 146:	8 (8 4) 11
3 147:	8 (0 11) 8
3 148:	0 (5 8) 7
3 149:	5 (4 7) 9
3 150:	4 (6 9) 8
3 151:	6 (5 8) 2
3 152:	5 (6 2) 5
3 153:	6 (7 5) 8
3 154:	7 (11 8) 0
3 155:	11 (3 0) 3
3 156:	3 (9 3) 8
3 157:	9 (9 8) 1
3 158:	9 (6 1) 6
3 159:	6 (3 6) 7
3 160:	3 (1 7) 10
3 161:	1 (2 10) 0
3 162:	2 (1 0) 2
3 163:	1 (3 2) 7
3 164:	3 (1 7) 7
